time,event,type,missing_in,classification,reason,rule_id
2026-04-22T01:04:18,DEBUG-SystemController: setRandRStatusLocation in Therapy ==>  Request status is true: 211  errocode:  ,STATE_TRANSITION,"SBX,DOCOM,HL7",POTENTIAL_DEFECT,Configuration changes must be reflected in Do-Com,DEF_DOCOM_001
2026-04-22T01:04:18,CO2 Apnea FSM Transition to STANDBY state,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T01:04:20,Yes button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T01:04:21,Start Case button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T01:04:21,Menu Opened: End Case,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T01:04:22,End Case Now button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T01:04:22,Therapy state exited.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T01:04:22,Standby state entered.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:38:26,Start Case button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:38:26,Standby state exited.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:38:26,Checkout state entered.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:38:26,Menu Opened: Checkout,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:38:31,Bypass button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:38:31,Start Case state entered.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:38:31,Menu Opened: Start Case,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:38:34,Start Anesthesia button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:38:34,Start Case state exited.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:38:34,Therapy state entered.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:38:34,DEBUG-SystemController: setRandRStatusLocation in Therapy ==>  Request status is true: 211  errocode:  ,STATE_TRANSITION,"SBX,DOCOM,HL7",POTENTIAL_DEFECT,Configuration changes must be reflected in Do-Com,DEF_DOCOM_001
2026-04-22T11:38:34,CO2 Apnea FSM Transition to STANDBY state,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:38:47,KeyPressed on : Menu: VCV button is pressed,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:38:47,Menu Opened: Vent,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:38:48, PCV button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:38:52,QuickKey: Pinsp setting changed from 5 to 5,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:38:57,KeyPressed on : Quick Key: PCV PInsp - 5,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:39:03,QuickKey: Pinsp setting changed from 5 to 10,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:39:04,KeyPressed on : Quick Key: PCV RR - 12,USER_ACTION,"SBX,DOCOM,HL7",POTENTIAL_DEFECT,Configuration changes must be reflected in Do-Com,DEF_DOCOM_001
2026-04-22T11:39:08,QuickKey: RR setting changed from 12 to 16,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:39:10,KeyPressed on : Quick Key: PCV IE - 1:2,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:39:15,QuickKey: I:E setting changed from 1:2 to 1:2.1,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:39:16,KeyPressed on : Quick Key: PCV PEEP - Off,USER_ACTION,"SBX,DOCOM,HL7",POTENTIAL_DEFECT,Configuration changes must be reflected in Do-Com,DEF_DOCOM_001
2026-04-22T11:39:19,QuickKey: PEEP setting changed from Off to 4,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:39:20,KeyPressed on : Quick Key: PCV Pmax - 40,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:39:22,QuickKey: Pmax setting changed from 40 to 45,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:39:24,KeyPressed on : Menu Opened: More Settings: PCV,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:24,Menu Opened: More Settings,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:26,MoreSettingsMenu button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:27,MoreSettingsMenu button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:30,MoreSettingsMenu button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:30,Rise Rate; New Numeric Value: 1,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:39:32,More Menu Close button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:36,KeyPressed on : Menu: PCV button is pressed,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:36,Menu Opened: Vent,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:40, SIMV VCV button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:39:46,QuickKey: TV setting changed from  to 600,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:39:48,KeyPressed on : Quick Key: SIMV_VCV mechRR - 16,USER_ACTION,"SBX,DOCOM,HL7",POTENTIAL_DEFECT,Configuration changes must be reflected in Do-Com,DEF_DOCOM_001
2026-04-22T11:39:52,QuickKey: RR setting changed from 16 to 12,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:39:54,KeyPressed on : Quick Key: SIMV_VCV FlowTrigger - 2.0,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:39:57,QuickKey: Flow Trigger setting changed from 2.0 to 1.5,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:39:58,KeyPressed on : Quick Key: SIMV_VCV Psupport - 10,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:01,QuickKey: Psupport setting changed from 10 to 11,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:40:02,KeyPressed on : Quick Key: SIMV_VCV PEEP - 4,USER_ACTION,"SBX,DOCOM,HL7",POTENTIAL_DEFECT,Configuration changes must be reflected in Do-Com,DEF_DOCOM_001
2026-04-22T11:40:04,QuickKey: PEEP setting changed from 4 to 6,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:40:06,KeyPressed on : Menu Opened: More Settings: SIMV VCV,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:06,Menu Opened: More Settings,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:13,Pmax; New Numeric Value: 48,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:15,More Menu Close button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:21,KeyPressed on : Et Control Button Pressed,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:21,Menu Opened: Et Control,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:23,KeyPressed on : ETControl Menu : On Button Clicked,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:28,KeyPressed on : Et O2 Presets Opened,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:28,KeyPressed on : Et O2 Quick Key Selected,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:30,KeyPressed on : Preset :  Et O2 Target %: 75 Selected,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:30,KeyPressed on : Et O2 Presets Closed,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:33,KeyPressed on : Min Flow Presets Opened,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:33,KeyPressed on : Min. Flow Quick Key Selected,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:35,KeyPressed on : Preset :  Min. Flow l/min: 1 Selected,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:35,KeyPressed on : Min Flow Presets Closed,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:48,KeyPressed on : Et Control Button Pressed,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:48,Menu Opened: Et Control,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:49,KeyPressed on : Min. Flow Quick Key Deselected.,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:40:49,KeyPressed on : ETControl Menu : Off Button Clicked,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:54,Spirometry button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:40:54,Menu Opened: Spirometry,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:41:53,System Setup button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:41:53,Menu Opened: System Setup,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:41:55,Alarms On/Off button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:41:55,Menu Opened: Auto Limits,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:41:56,Alarm Setup button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:41:56,Menu Opened: Alarm Setup,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:05,MV(Low Limit); New Numeric Value: 2.3,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:08,EtCO2(Low Limit); New Numeric Value: 3.4,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:12,FiO2(Low Limit); New Numeric Value: 25,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:18,FiO2(Low Limit); New Numeric Value: 19,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:25,TV(Low Limit); New Numeric Value: 1,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:27,RR(Low Limit); New Numeric Value: 1,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:32,EtO2(Low Limit); New Numeric Value: 1,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:35,MAC Age(Low Limit); New Numeric Value: 0.4,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:49,TV(High Limit); New Numeric Value: 820,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:55,EtSev(Low Limit); New Numeric Value: 0.2,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:42:58,EtSev(High Limit); New Numeric Value: 9.8,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:43:03,EtDes(Low Limit); New Numeric Value: 0.2,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:43:06,EtDes(High Limit); New Numeric Value: 19.9,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:43:23,Alarm Volume; New Numeric Value: 4,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:43:28,Apnea Delay; New Numeric Value: 28,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:43:44,Change to Default Limits button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:43:47,Change to Default Limits button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:43:49,Change to Default Limits button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:43:49,Change to Default Limits button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:44:09,FiO2(Low Limit); New Numeric Value: 22,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:44:13,FiO2(Low Limit); New Numeric Value: 19,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not export UI alarm or limit configuration,EXP_HL7_001
2026-04-22T11:44:22,KeyPressed on : Et Control Button Pressed,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:44:22,Menu Opened: Et Control,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:44:25,KeyPressed on : ETControl Menu : On Button Clicked,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:44:30,KeyPressed on : Et O2 Presets Opened,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:44:31,KeyPressed on : Et O2 Quick Key Selected,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:44:34,KeyPressed on : Preset :  Et O2 Target %: 100 Selected,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:44:34,KeyPressed on : Et O2 Presets Closed,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:44:36,KeyPressed on : Min Flow Presets Opened,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:44:36,KeyPressed on : Min. Flow Quick Key Selected,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:44:38,KeyPressed on : Preset :  Min. Flow l/min: 1 Selected,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:44:38,KeyPressed on : Min Flow Presets Closed,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:45:02,KeyPressed on : Et Control Button Pressed,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:45:02,Menu Opened: Et Control,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:45:04,KeyPressed on : Min. Flow Quick Key Deselected.,USER_ACTION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:45:04,KeyPressed on : ETControl Menu : Off Button Clicked,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:45:21,Start Case button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:45:21,Menu Opened: End Case,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:45:22,End Case Now button is pressed.,USER_ACTION,"SBX,DOCOM,HL7",EXPECTED_MISSING,HL7 does not reflect UI navigation events,EXP_HL7_002
2026-04-22T11:45:22,Therapy state exited.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
2026-04-22T11:45:22,Standby state entered.,STATE_TRANSITION,"SBX,DOCOM,HL7",REVIEW_REQUIRED,No matching classification rule,REVIEW_001
